run_id,run_label,question_id,query,strategy,compression,compression_stage,top_k,budget,context_tokens,original_context_tokens,selected_chunk_count,retrieved_chunk_count,retrieved_gold_recall,selected_gold_recall,retrieved_gold_ids,selected_gold_ids,selected_missing_gold_ids,precision,recall,f1,true_positive,false_positive,false_negative,matched_gold_ids,missing_gold_ids,extra_predicted_ids,details_path
ask_rerank_llmlingua2_before-allocation_c5e4c845750c,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,before-allocation,50,1500,1498,2672,28,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.5,0.4,0.4444444444444445,2,2,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_before-allocation_c5e4c845750c.json
ask_rerank_llmlingua2_c3143c8ac79d,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,after-allocation,50,2000,1079,1991,23,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.3333333333333333,0.2,0.25,1,2,4,depthdark,"always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_c3143c8ac79d.json
ask_rerank_llmlingua2_e790a9c9c698,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,after-allocation,50,800,452,799,10,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.6666666666666666,0.8,0.7272727272727272,4,2,1,"always_clear_depth,depthdark,led,robust_challenging_conditions",towards_data_distribution_compensation,"monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_e790a9c9c698.json
ask_rerank_llmlingua2_f903baf51a4d,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,after-allocation,50,3000,1634,2994,33,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.6,0.6,0.6,3,2,2,"depthdark,led,robust_challenging_conditions","always_clear_depth,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_f903baf51a4d.json
ask_rerank_none_39f1fdf23a13,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,none,none,50,5000,4924,4924,49,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.6666666666666666,0.8,0.7272727272727272,4,2,1,"always_clear_depth,depthdark,led,robust_challenging_conditions",towards_data_distribution_compensation,"monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_none_39f1fdf23a13.json
ask_rerank_none_7eb501f8f3c1,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,none,none,50,1500,1475,1475,17,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.5,0.4,0.4444444444444445,2,2,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_none_7eb501f8f3c1.json
ask_rerank_none_b9073d1da0fd,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,none,none,50,3000,2994,2994,33,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.5,0.4,0.4444444444444445,2,2,3,"always_clear_depth,depthdark","led,robust_challenging_conditions,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_none_b9073d1da0fd.json
ask_rerank_none_ca26c517fa2e,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,none,none,50,800,799,799,10,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.5,0.8,0.6153846153846154,4,4,1,"always_clear_depth,depthdark,led,robust_challenging_conditions",towards_data_distribution_compensation,"jasmine,monocular_depth_estimation,primedepth,synthetic_to_real_motion_structure",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_none_ca26c517fa2e.json
ask_rerank_none_d3022313c634,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,none,none,50,1000,951,951,11,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.5,0.2,0.28571428571428575,1,1,4,depthdark,"always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_none_d3022313c634.json
ask_rerank_none_fd77295b3dec,,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,none,none,50,300,297,297,4,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led","depthdark,robust_challenging_conditions,towards_data_distribution_compensation",0.5,0.2,0.28571428571428575,1,1,4,always_clear_depth,"depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_none_fd77295b3dec.json
rerun_f1zero_ask_baseline_llmlingua2_after-allocation_257b072271d8,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,llmlingua2,after-allocation,50,2000,1125,1959,20,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.5,0.4,0.4444444444444445,2,2,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_baseline_llmlingua2_after-allocation_257b072271d8.json
rerun_f1zero_ask_baseline_llmlingua2_after-allocation_3eb16dbd95aa,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,llmlingua2,after-allocation,50,2000,1125,1959,20,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.3333333333333333,0.2,0.25,1,2,4,depthdark,"always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_baseline_llmlingua2_after-allocation_3eb16dbd95aa.json
rerun_f1zero_ask_baseline_llmlingua2_after-allocation_622e6cfff488,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,llmlingua2,after-allocation,50,1500,867,1488,15,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.6666666666666666,0.4,0.5,2,1,3,"always_clear_depth,depthdark","led,robust_challenging_conditions,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_baseline_llmlingua2_after-allocation_622e6cfff488.json
rerun_f1zero_ask_baseline_llmlingua2_after-allocation_95bc7fe49f8c,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,llmlingua2,after-allocation,50,500,296,498,5,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,towards_data_distribution_compensation","depthdark,led,robust_challenging_conditions",0.5,0.2,0.28571428571428575,1,1,4,always_clear_depth,"depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_baseline_llmlingua2_after-allocation_95bc7fe49f8c.json
rerun_f1zero_ask_baseline_llmlingua2_after-allocation_f78c8e7fe33f,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,llmlingua2,after-allocation,50,1000,571,990,11,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.5,0.2,0.28571428571428575,1,1,4,depthdark,"always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_baseline_llmlingua2_after-allocation_f78c8e7fe33f.json
rerun_f1zero_ask_baseline_llmlingua2_before-allocation_2367bf5fc100,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,llmlingua2,before-allocation,50,2000,2000,3630,39,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.3333333333333333,0.2,0.25,1,2,4,depthdark,"always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_baseline_llmlingua2_before-allocation_2367bf5fc100.json
rerun_f1zero_ask_baseline_llmlingua2_before-allocation_3d8a24a35cb6,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,llmlingua2,before-allocation,50,1000,990,1721,18,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.3333333333333333,0.2,0.25,1,2,4,depthdark,"always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_baseline_llmlingua2_before-allocation_3d8a24a35cb6.json
rerun_f1zero_ask_baseline_none_165d6104a7db,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,none,none,50,1000,990,990,11,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.75,0.6,0.6666666666666665,3,1,2,"always_clear_depth,depthdark,robust_challenging_conditions","led,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_baseline_none_165d6104a7db.json
rerun_f1zero_ask_baseline_none_7787095327cd,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,none,none,50,500,498,498,5,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,towards_data_distribution_compensation","depthdark,led,robust_challenging_conditions",0.5,0.2,0.28571428571428575,1,1,4,always_clear_depth,"depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_baseline_none_7787095327cd.json
rerun_f1zero_ask_baseline_none_e0ddfc3cc49f,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,none,none,50,300,290,290,3,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,towards_data_distribution_compensation","depthdark,led,robust_challenging_conditions",0.5,0.2,0.28571428571428575,1,1,4,always_clear_depth,"depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_baseline_none_e0ddfc3cc49f.json
rerun_f1zero_ask_dynamic_llmlingua2_after-allocation_06d49046f52c,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,after-allocation,50,1500,755,1495,18,50,1.0,0.6,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark",0.6666666666666666,0.4,0.5,2,1,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_dynamic_llmlingua2_after-allocation_06d49046f52c.json
rerun_f1zero_ask_dynamic_llmlingua2_after-allocation_81f1ddbb973b,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,after-allocation,50,1000,493,955,12,50,1.0,0.6,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark",0.6666666666666666,0.4,0.5,2,1,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_dynamic_llmlingua2_after-allocation_81f1ddbb973b.json
rerun_f1zero_ask_dynamic_llmlingua2_after-allocation_883edae8d564,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,after-allocation,50,5000,2695,4921,49,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.6666666666666666,0.8,0.7272727272727272,4,2,1,"depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",always_clear_depth,"monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_dynamic_llmlingua2_after-allocation_883edae8d564.json
rerun_f1zero_ask_dynamic_llmlingua2_after-allocation_a53a3f8a0bd8,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,after-allocation,50,500,248,489,7,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions","always_clear_depth,depthdark,towards_data_distribution_compensation",0.5,0.4,0.4444444444444445,2,2,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_dynamic_llmlingua2_after-allocation_a53a3f8a0bd8.json
rerun_f1zero_ask_dynamic_llmlingua2_after-allocation_c729b13ed10c,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,llmlingua2,after-allocation,50,3000,1621,2978,32,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.6666666666666666,0.8,0.7272727272727272,4,2,1,"always_clear_depth,depthdark,led,robust_challenging_conditions",towards_data_distribution_compensation,"monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_dynamic_llmlingua2_after-allocation_c729b13ed10c.json
rerun_f1zero_ask_dynamic_none_7aee097b5f80,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,none,none,50,300,272,272,5,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions","always_clear_depth,depthdark,towards_data_distribution_compensation",0.4,0.4,0.4000000000000001,2,3,3,"led,robust_challenging_conditions","always_clear_depth,depthdark,towards_data_distribution_compensation","jasmine,monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_dynamic_none_7aee097b5f80.json
rerun_f1zero_ask_dynamic_none_a1f3396bfb61,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,dynamic,none,none,50,1000,955,955,12,50,1.0,0.6,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark",0.6666666666666666,0.4,0.5,2,1,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_dynamic_none_a1f3396bfb61.json
rerun_f1zero_ask_rerank_llmlingua2_after-allocation_25508640b42e,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,after-allocation,50,1000,535,951,11,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.5,0.4,0.4444444444444445,2,2,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_rerank_llmlingua2_after-allocation_25508640b42e.json
rerun_f1zero_ask_rerank_llmlingua2_after-allocation_4d271c4831ae,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,after-allocation,50,300,140,297,4,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led","depthdark,robust_challenging_conditions,towards_data_distribution_compensation",1.0,0.2,0.33333333333333337,1,0,4,led,"always_clear_depth,depthdark,robust_challenging_conditions,towards_data_distribution_compensation",,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_rerank_llmlingua2_after-allocation_4d271c4831ae.json
rerun_f1zero_ask_rerank_llmlingua2_after-allocation_524531b5ba6b,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,after-allocation,50,500,257,493,6,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led","depthdark,robust_challenging_conditions,towards_data_distribution_compensation",0.4,0.4,0.4000000000000001,2,3,3,"always_clear_depth,led","depthdark,robust_challenging_conditions,towards_data_distribution_compensation","jasmine,monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_rerank_llmlingua2_after-allocation_524531b5ba6b.json
rerun_f1zero_ask_rerank_llmlingua2_after-allocation_7fe96c6b4688,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,after-allocation,50,500,257,493,6,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led","depthdark,robust_challenging_conditions,towards_data_distribution_compensation",0.0,0.0,0.0,0,2,5,,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_rerank_llmlingua2_after-allocation_7fe96c6b4688.json
rerun_f1zero_ask_rerank_llmlingua2_before-allocation_acdb59a26864,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,llmlingua2,before-allocation,50,3000,2736,5007,50,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.7142857142857143,1.0,0.8333333333333333,5,2,0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,"monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_rerank_llmlingua2_before-allocation_acdb59a26864.json
rerun_f1zero_ask_rerank_none_708f8b5d3d39,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,none,none,50,500,493,493,6,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led","depthdark,robust_challenging_conditions,towards_data_distribution_compensation",0.5,0.4,0.4444444444444445,2,2,3,"always_clear_depth,led","depthdark,robust_challenging_conditions,towards_data_distribution_compensation","jasmine,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_rerank_none_708f8b5d3d39.json
rerun_f1zero_ask_rerank_none_77d595a847ca,rerun_f1zero,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,rerank,none,none,50,2000,1991,1991,23,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.75,0.6,0.6666666666666665,3,1,2,"always_clear_depth,depthdark,robust_challenging_conditions","led,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/rerun_f1zero_ask_rerank_none_77d595a847ca.json
v2_ask_baseline_llmlingua2_after-allocation_67cec5614c22,v2,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,llmlingua2,after-allocation,50,500,296,498,5,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,towards_data_distribution_compensation","depthdark,led,robust_challenging_conditions",0.5,0.2,0.28571428571428575,1,1,4,always_clear_depth,"depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",synthetic_to_real_motion_structure,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_after-allocation_67cec5614c22.json
v2_ask_baseline_llmlingua2_after-allocation_6dda82732838,v2,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,llmlingua2,after-allocation,50,5000,2651,4853,49,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.3333333333333333,1.0,0.5,5,10,0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,"depth_anything,depth_anything_v2,jasmine,lite_mono,marigold,monocular_depth_estimation,monodiffusion,primedepth,ssrdepth,synthetic_to_real_motion_structure",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_after-allocation_6dda82732838.json
v2_ask_baseline_llmlingua2_after-allocation_6f02eaa3558c,v2,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,llmlingua2,after-allocation,50,800,468,789,9,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.6666666666666666,0.4,0.5,2,1,3,"always_clear_depth,robust_challenging_conditions","depthdark,led,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_after-allocation_6f02eaa3558c.json
v2_ask_baseline_llmlingua2_after-allocation_7b9623d822e0,v2,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,llmlingua2,after-allocation,50,3000,1657,2999,32,50,1.0,1.0,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",,0.3333333333333333,0.2,0.25,1,2,4,depthdark,"always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_after-allocation_7b9623d822e0.json
v2_ask_baseline_llmlingua2_after-allocation_7bf79f473118,v2,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,llmlingua2,after-allocation,50,300,169,290,3,50,1.0,0.4,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,towards_data_distribution_compensation","depthdark,led,robust_challenging_conditions",0.5,0.2,0.28571428571428575,1,1,4,always_clear_depth,"depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_after-allocation_7bf79f473118.json
v2_ask_baseline_llmlingua2_after-allocation_abfd2e499155,v2,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,llmlingua2,after-allocation,50,1000,571,990,11,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.6666666666666666,0.4,0.5,2,1,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation",monocular_depth_estimation,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_after-allocation_abfd2e499155.json
v2_ask_baseline_llmlingua2_after-allocation_d6cd12fecfd3,v2,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,llmlingua2,after-allocation,50,1500,867,1488,15,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.5,0.4,0.4444444444444445,2,2,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_after-allocation_d6cd12fecfd3.json
v2_ask_baseline_llmlingua2_after-allocation_fda5c09fd731,v2,low_light_depth_papers,有哪些是实现了弱光下求深度的论文,baseline,llmlingua2,after-allocation,50,2000,1125,1959,20,50,1.0,0.8,"always_clear_depth,depthdark,led,robust_challenging_conditions,towards_data_distribution_compensation","always_clear_depth,led,robust_challenging_conditions,towards_data_distribution_compensation",depthdark,0.5,0.4,0.4444444444444445,2,2,3,"depthdark,robust_challenging_conditions","always_clear_depth,led,towards_data_distribution_compensation","monocular_depth_estimation,primedepth",/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_after-allocation_fda5c09fd731.json
