run_id,run_label,question_id,granularity,strategy,budget,top_k,context_tokens,retrieved_chunk_count,selected_chunk_count,answer_precision,answer_recall,answer_f1,retrieved_gold_recall,selected_gold_recall,retrieved_relevance_precision,selected_relevance_precision,token_efficiency,matched_gold_ids,retrieved_gold_ids,selected_gold_ids,details_path
qa_v1_sentence_always_clear_depth_eval_datasets_ask_baseline_none_586c244f8cf8,qa_v1_sentence_always_clear_depth_eval_datasets,always_clear_depth_eval_datasets,sentence,baseline,1000,50,993,50,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_always_clear_depth_eval_datasets_ask_baseline_none_586c244f8cf8.json
qa_v1_sentence_always_clear_depth_eval_datasets_ask_baseline_none_7d1f4ef2837a,qa_v1_sentence_always_clear_depth_eval_datasets,always_clear_depth_eval_datasets,sentence,baseline,1500,50,1189,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_always_clear_depth_eval_datasets_ask_baseline_none_7d1f4ef2837a.json
qa_v1_sentence_always_clear_depth_eval_datasets_ask_baseline_none_f12acb3211d8,qa_v1_sentence_always_clear_depth_eval_datasets,always_clear_depth_eval_datasets,sentence,baseline,500,50,493,50,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_always_clear_depth_eval_datasets_ask_baseline_none_f12acb3211d8.json
qa_v1_sentence_always_clear_depth_sota_compariso_ask_baseline_none_533056566e25,qa_v1_sentence_always_clear_depth_sota_comparison_methods,always_clear_depth_sota_comparison_methods,sentence,baseline,1000,50,996,50,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_always_clear_depth_sota_compariso_ask_baseline_none_533056566e25.json
qa_v1_sentence_always_clear_depth_sota_compariso_ask_baseline_none_6e07e83c83bf,qa_v1_sentence_always_clear_depth_sota_comparison_methods,always_clear_depth_sota_comparison_methods,sentence,baseline,1500,50,1339,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_always_clear_depth_sota_compariso_ask_baseline_none_6e07e83c83bf.json
qa_v1_sentence_always_clear_depth_sota_compariso_ask_baseline_none_f6bfb6e1564a,qa_v1_sentence_always_clear_depth_sota_comparison_methods,always_clear_depth_sota_comparison_methods,sentence,baseline,500,50,498,50,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_always_clear_depth_sota_compariso_ask_baseline_none_f6bfb6e1564a.json
qa_v1_sentence_depthdark_ablation_components_ask_baseline_none_171879163532,qa_v1_sentence_depthdark_ablation_components,depthdark_ablation_components,sentence,baseline,1500,50,1158,50,50,0.5,0.5,0.5,0.5,0.5,0.02,0.02,0.4317789291882556,llpeft,llpeft,llpeft,E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_depthdark_ablation_components_ask_baseline_none_171879163532.json
qa_v1_sentence_depthdark_ablation_components_ask_baseline_none_6ef781f25fe8,qa_v1_sentence_depthdark_ablation_components,depthdark_ablation_components,sentence,baseline,1000,50,994,50,40,0.5,0.5,0.5,0.5,0.5,0.02,0.025,0.5030181086519115,llpeft,llpeft,llpeft,E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_depthdark_ablation_components_ask_baseline_none_6ef781f25fe8.json
qa_v1_sentence_depthdark_ablation_components_ask_baseline_none_989d529fa96f,qa_v1_sentence_depthdark_ablation_components,depthdark_ablation_components,sentence,baseline,500,50,499,50,18,0.5,0.5,0.5,0.5,0.5,0.02,0.05555555555555555,1.002004008016032,llpeft,llpeft,llpeft,E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_depthdark_ablation_components_ask_baseline_none_989d529fa96f.json
qa_v1_sentence_depthdark_contributions_ask_baseline_none_bfdf3342003e,qa_v1_sentence_depthdark_contributions,depthdark_contributions,sentence,baseline,500,50,499,50,24,0.6666666666666666,0.2857142857142857,0.4,0.2857142857142857,0.2857142857142857,0.34,0.5,0.8016032064128257,"depthdark_model,low_light_peft","depthdark_model,low_light_peft","depthdark_model,low_light_peft",E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_depthdark_contributions_ask_baseline_none_bfdf3342003e.json
qa_v1_sentence_depthdark_contributions_ask_baseline_none_e0ec8e32ae6b,qa_v1_sentence_depthdark_contributions,depthdark_contributions,sentence,baseline,1500,50,1014,50,50,0.6666666666666666,0.2857142857142857,0.4,0.2857142857142857,0.2857142857142857,0.34,0.34,0.39447731755424065,"depthdark_model,low_light_peft","depthdark_model,low_light_peft","depthdark_model,low_light_peft",E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_depthdark_contributions_ask_baseline_none_e0ec8e32ae6b.json
qa_v1_sentence_depthdark_contributions_ask_baseline_none_e299f3044516,qa_v1_sentence_depthdark_contributions,depthdark_contributions,sentence,baseline,1000,50,985,50,49,0.6666666666666666,0.2857142857142857,0.4,0.2857142857142857,0.2857142857142857,0.34,0.3469387755102041,0.4060913705583757,"depthdark_model,low_light_peft","depthdark_model,low_light_peft","depthdark_model,low_light_peft",E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_depthdark_contributions_ask_baseline_none_e299f3044516.json
qa_v1_sentence_depthdark_eval_datasets_ask_baseline_none_0e68ab66817c,qa_v1_sentence_depthdark_eval_datasets,depthdark_eval_datasets,sentence,baseline,500,50,499,50,21,0.5,1.0,0.6666666666666666,1.0,1.0,0.14,0.09523809523809523,1.336005344021376,"nuscenes_night,robotcar_night","nuscenes_night,robotcar_night","nuscenes_night,robotcar_night",E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_depthdark_eval_datasets_ask_baseline_none_0e68ab66817c.json
qa_v1_sentence_depthdark_eval_datasets_ask_baseline_none_33400c8b53fd,qa_v1_sentence_depthdark_eval_datasets,depthdark_eval_datasets,sentence,baseline,1000,50,991,50,41,0.5,1.0,0.6666666666666666,1.0,1.0,0.14,0.12195121951219512,0.6727211570803902,"nuscenes_night,robotcar_night","nuscenes_night,robotcar_night","nuscenes_night,robotcar_night",E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_depthdark_eval_datasets_ask_baseline_none_33400c8b53fd.json
qa_v1_sentence_depthdark_eval_datasets_ask_baseline_none_c0093614fb4e,qa_v1_sentence_depthdark_eval_datasets,depthdark_eval_datasets,sentence,baseline,1500,50,1370,50,50,0.5,1.0,0.6666666666666666,1.0,1.0,0.14,0.14,0.48661800486618,"nuscenes_night,robotcar_night","nuscenes_night,robotcar_night","nuscenes_night,robotcar_night",E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_depthdark_eval_datasets_ask_baseline_none_c0093614fb4e.json
qa_v1_sentence_depthdark_sota_comparison_methods_ask_baseline_none_4bbbc15f403b,qa_v1_sentence_depthdark_sota_comparison_methods,depthdark_sota_comparison_methods,sentence,baseline,1000,50,990,50,43,0.75,0.3333333333333333,0.46153846153846156,0.3333333333333333,0.3333333333333333,0.16,0.13953488372093023,0.4662004662004662,"adds,depth_anything,depth_anything_v2","adds,depth_anything,depth_anything_v2","adds,depth_anything,depth_anything_v2",E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_depthdark_sota_comparison_methods_ask_baseline_none_4bbbc15f403b.json
qa_v1_sentence_depthdark_sota_comparison_methods_ask_baseline_none_811428eb89f6,qa_v1_sentence_depthdark_sota_comparison_methods,depthdark_sota_comparison_methods,sentence,baseline,1500,50,1138,50,50,0.75,0.3333333333333333,0.46153846153846156,0.3333333333333333,0.3333333333333333,0.16,0.16,0.405569825604975,"adds,depth_anything,depth_anything_v2","adds,depth_anything,depth_anything_v2","adds,depth_anything,depth_anything_v2",E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_depthdark_sota_comparison_methods_ask_baseline_none_811428eb89f6.json
qa_v1_sentence_depthdark_sota_comparison_methods_ask_baseline_none_bb59dd8d1fcf,qa_v1_sentence_depthdark_sota_comparison_methods,depthdark_sota_comparison_methods,sentence,baseline,500,50,499,50,17,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16,0.11764705882352941,0.668002672010688,"depth_anything,depth_anything_v2","adds,depth_anything,depth_anything_v2","adds,depth_anything,depth_anything_v2",E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_depthdark_sota_comparison_methods_ask_baseline_none_bb59dd8d1fcf.json
qa_v1_sentence_depthdark_training_datasets_ask_baseline_none_5dd099ac54f9,qa_v1_sentence_depthdark_training_datasets,depthdark_training_datasets,sentence,baseline,1500,50,1363,50,50,0.0,0.0,0.0,1.0,1.0,0.06,0.06,0.0,,"hypersim,virtual_kitti","hypersim,virtual_kitti",E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_depthdark_training_datasets_ask_baseline_none_5dd099ac54f9.json
qa_v1_sentence_depthdark_training_datasets_ask_baseline_none_804f88ae8a9d,qa_v1_sentence_depthdark_training_datasets,depthdark_training_datasets,sentence,baseline,500,50,499,50,21,0.0,0.0,0.0,1.0,1.0,0.06,0.14285714285714285,0.0,,"hypersim,virtual_kitti","hypersim,virtual_kitti",E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_depthdark_training_datasets_ask_baseline_none_804f88ae8a9d.json
qa_v1_sentence_depthdark_training_datasets_ask_baseline_none_d32435136c44,qa_v1_sentence_depthdark_training_datasets,depthdark_training_datasets,sentence,baseline,1000,50,995,50,38,0.0,0.0,0.0,1.0,1.0,0.06,0.07894736842105263,0.0,,"hypersim,virtual_kitti","hypersim,virtual_kitti",E:\PycharmProject\ResearchAgent\experiments\runs\qa_v1_sentence_depthdark_training_datasets_ask_baseline_none_d32435136c44.json
