experiment,run_label,query,metric,value,notes,prompt_tokens,completion_tokens,total_tokens,context_tokens,original_context_tokens,compression,compression_stage,compression_ratio,selected_chunk_count,retrieved_chunk_count,context_utilization,invalid_citation_count,top_k,budget,strategy,run_id,details_path,model
ask_rerank,,有哪些是实现了弱光下求深度的论文,citation_count,36,context_utilization=1.000,2533,1024,3557,1991,1991,none,,1.0,23,50,1.0,0,50,2000,rerank,ask_rerank_none_6373145646ff,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_none_6373145646ff.json,MiniMax-M2.7
ask_rerank,,有哪些是实现了弱光下求深度的论文,citation_count,13,context_utilization=0.242,3680,627,4307,2994,2994,none,,1.0,33,50,0.24242424242424243,0,50,3000,rerank,ask_rerank_none_b9073d1da0fd,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_none_b9073d1da0fd.json,MiniMax-M2.7
ask_rerank,,有哪些是实现了弱光下求深度的论文,citation_count,8,context_utilization=0.163,5857,586,6443,4924,4924,none,,1.0,49,50,0.16326530612244897,0,50,5000,rerank,ask_rerank_none_39f1fdf23a13,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_none_39f1fdf23a13.json,MiniMax-M2.7
ask_baseline,,有哪些是实现了弱光下求深度的论文,citation_count,11,context_utilization=1.000,485,389,874,296,498,llmlingua2,after-allocation,0.5943775100401606,5,50,1.0,0,50,500,baseline,ask_baseline_llmlingua2_after-allocation_25710a52e2f7,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_baseline_llmlingua2_after-allocation_25710a52e2f7.json,MiniMax-M2.7
ask_baseline,,有哪些是实现了弱光下求深度的论文,citation_count,37,context_utilization=1.000,860,1024,1884,571,990,llmlingua2,after-allocation,0.5767676767676768,11,50,1.0,0,50,1000,baseline,ask_baseline_llmlingua2_after-allocation_26e154a40142,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_baseline_llmlingua2_after-allocation_26e154a40142.json,MiniMax-M2.7
ask_baseline,,有哪些是实现了弱光下求深度的论文,citation_count,4,context_utilization=0.133,1226,1024,2250,867,1488,llmlingua2,after-allocation,0.5826612903225806,15,50,0.13333333333333333,0,50,1500,baseline,ask_baseline_llmlingua2_after-allocation_4ca51aa3bd22,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_baseline_llmlingua2_after-allocation_4ca51aa3bd22.json,MiniMax-M2.7
ask_baseline,,有哪些是实现了弱光下求深度的论文,citation_count,46,context_utilization=1.000,1575,1024,2599,1125,1959,llmlingua2,after-allocation,0.5742725880551302,20,50,1.0,0,50,2000,baseline,ask_baseline_llmlingua2_after-allocation_d0cf68134578,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_baseline_llmlingua2_after-allocation_d0cf68134578.json,MiniMax-M2.7
ask_baseline,,有哪些是实现了弱光下求深度的论文,citation_count,13,context_utilization=0.219,2347,508,2855,1657,2999,llmlingua2,after-allocation,0.5525175058352785,32,50,0.21875,0,50,3000,baseline,ask_baseline_llmlingua2_after-allocation_deffd579706c,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_baseline_llmlingua2_after-allocation_deffd579706c.json,MiniMax-M2.7
ask_baseline,,有哪些是实现了弱光下求深度的论文,citation_count,12,context_utilization=1.000,750,412,1162,497,847,llmlingua2,before-allocation,0.5867768595041323,9,50,1.0,0,50,500,baseline,ask_baseline_llmlingua2_before-allocation_e68dabdd1c8b,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_baseline_llmlingua2_before-allocation_e68dabdd1c8b.json,MiniMax-M2.7
ask_baseline,,有哪些是实现了弱光下求深度的论文,citation_count,41,context_utilization=1.000,1402,1024,2426,990,1721,llmlingua2,before-allocation,0.5752469494479954,18,50,1.0,0,50,1000,baseline,ask_baseline_llmlingua2_before-allocation_afc629723634,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_baseline_llmlingua2_before-allocation_afc629723634.json,MiniMax-M2.7
ask_baseline,,有哪些是实现了弱光下求深度的论文,citation_count,13,context_utilization=0.207,2123,405,2528,1496,2694,llmlingua2,before-allocation,0.5553080920564217,29,50,0.20689655172413793,0,50,1500,baseline,ask_baseline_llmlingua2_before-allocation_e8baf05701c1,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_baseline_llmlingua2_before-allocation_e8baf05701c1.json,MiniMax-M2.7
ask_baseline,,有哪些是实现了弱光下求深度的论文,citation_count,52,context_utilization=0.538,2824,1024,3848,2000,3630,llmlingua2,before-allocation,0.5509641873278237,39,50,0.5384615384615384,0,50,2000,baseline,ask_baseline_llmlingua2_before-allocation_fe6d2d2ac7be,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_baseline_llmlingua2_before-allocation_fe6d2d2ac7be.json,MiniMax-M2.7
ask_baseline,,有哪些是实现了弱光下求深度的论文,citation_count,40,context_utilization=0.500,3719,656,4375,2736,5007,llmlingua2,before-allocation,0.5464349910125824,50,50,0.5,0,50,3000,baseline,ask_baseline_llmlingua2_before-allocation_a2e5106eb753,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_baseline_llmlingua2_before-allocation_a2e5106eb753.json,MiniMax-M2.7
ask_dynamic,,有哪些是实现了弱光下求深度的论文,citation_count,25,context_utilization=1.000,482,1024,1506,248,489,llmlingua2,after-allocation,0.5071574642126789,7,50,1.0,0,50,500,dynamic,ask_dynamic_llmlingua2_after-allocation_2a22fb2f8172,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_after-allocation_2a22fb2f8172.json,MiniMax-M2.7
ask_dynamic,,有哪些是实现了弱光下求深度的论文,citation_count,13,context_utilization=0.583,827,1024,1851,493,955,llmlingua2,after-allocation,0.5162303664921466,12,50,0.5833333333333334,0,50,1000,dynamic,ask_dynamic_llmlingua2_after-allocation_3d632ca6d344,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_after-allocation_3d632ca6d344.json,MiniMax-M2.7
ask_dynamic,,有哪些是实现了弱光下求深度的论文,citation_count,24,context_utilization=0.889,1200,634,1834,755,1495,llmlingua2,after-allocation,0.5050167224080268,18,50,0.8888888888888888,0,50,1500,dynamic,ask_dynamic_llmlingua2_after-allocation_83f3e79133c7,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_after-allocation_83f3e79133c7.json,MiniMax-M2.7
ask_dynamic,,有哪些是实现了弱光下求深度的论文,citation_count,14,context_utilization=0.364,1562,711,2273,1040,1956,llmlingua2,after-allocation,0.5316973415132924,22,50,0.36363636363636365,0,50,2000,dynamic,ask_dynamic_llmlingua2_after-allocation_2c061e43e86a,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_after-allocation_2c061e43e86a.json,MiniMax-M2.7
ask_dynamic,,有哪些是实现了弱光下求深度的论文,citation_count,5,context_utilization=0.156,2315,1024,3339,1621,2978,llmlingua2,after-allocation,0.5443250503693754,32,50,0.15625,0,50,3000,dynamic,ask_dynamic_llmlingua2_after-allocation_04bc101a9385,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_after-allocation_04bc101a9385.json,MiniMax-M2.7
ask_dynamic,,有哪些是实现了弱光下求深度的论文,citation_count,19,context_utilization=1.000,755,569,1324,477,838,llmlingua2,before-allocation,0.5692124105011933,10,50,1.0,0,50,500,dynamic,ask_dynamic_llmlingua2_before-allocation_5b4797429a4f,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_before-allocation_5b4797429a4f.json,MiniMax-M2.7
ask_dynamic,,有哪些是实现了弱光下求深度的论文,citation_count,28,context_utilization=1.000,1412,598,2010,999,1739,llmlingua2,before-allocation,0.574468085106383,18,50,1.0,0,50,1000,dynamic,ask_dynamic_llmlingua2_before-allocation_dc9f67930cc6,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_before-allocation_dc9f67930cc6.json,MiniMax-M2.7
ask_dynamic,,有哪些是实现了弱光下求深度的论文,citation_count,9,context_utilization=0.120,2018,305,2323,1493,2617,llmlingua2,before-allocation,0.5705005731753917,25,50,0.12,0,50,1500,dynamic,ask_dynamic_llmlingua2_before-allocation_0b0ff138a0cc,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_before-allocation_0b0ff138a0cc.json,MiniMax-M2.7
ask_dynamic,,有哪些是实现了弱光下求深度的论文,citation_count,24,context_utilization=0.353,2666,459,3125,1974,3564,llmlingua2,before-allocation,0.5538720538720538,34,50,0.35294117647058826,1,50,2000,dynamic,ask_dynamic_llmlingua2_before-allocation_9394d8be9b86,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_before-allocation_9394d8be9b86.json,MiniMax-M2.7
ask_dynamic,,有哪些是实现了弱光下求深度的论文,citation_count,29,context_utilization=0.400,3719,750,4469,2736,5007,llmlingua2,before-allocation,0.5464349910125824,50,50,0.4,0,50,3000,dynamic,ask_dynamic_llmlingua2_before-allocation_8189b3e2fc5e,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_dynamic_llmlingua2_before-allocation_8189b3e2fc5e.json,MiniMax-M2.7
ask_rerank,,有哪些是实现了弱光下求深度的论文,citation_count,9,context_utilization=1.000,473,292,765,257,493,llmlingua2,after-allocation,0.5212981744421906,6,50,1.0,0,50,500,rerank,ask_rerank_llmlingua2_after-allocation_523cba87c818,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_after-allocation_523cba87c818.json,MiniMax-M2.7
ask_rerank,,有哪些是实现了弱光下求深度的论文,citation_count,17,context_utilization=1.000,838,481,1319,535,951,llmlingua2,after-allocation,0.562565720294427,11,50,1.0,0,50,1000,rerank,ask_rerank_llmlingua2_after-allocation_47d9f6bf80b8,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_after-allocation_47d9f6bf80b8.json,MiniMax-M2.7
ask_rerank,,有哪些是实现了弱光下求深度的论文,citation_count,16,context_utilization=0.235,1240,464,1704,815,1475,llmlingua2,after-allocation,0.5525423728813559,17,50,0.23529411764705882,0,50,1500,rerank,ask_rerank_llmlingua2_after-allocation_99da3bea878b,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_after-allocation_99da3bea878b.json,MiniMax-M2.7
ask_rerank,,有哪些是实现了弱光下求深度的论文,citation_count,33,context_utilization=1.000,1630,672,2302,1079,1991,llmlingua2,after-allocation,0.5419387242591662,23,50,1.0,0,50,2000,rerank,ask_rerank_llmlingua2_after-allocation_b1db1bfc0171,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_after-allocation_b1db1bfc0171.json,MiniMax-M2.7
ask_rerank,,有哪些是实现了弱光下求深度的论文,citation_count,33,context_utilization=0.273,2334,632,2966,1634,2994,llmlingua2,after-allocation,0.5457581830327322,33,50,0.2727272727272727,0,50,3000,rerank,ask_rerank_llmlingua2_after-allocation_476f3b61d512,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_after-allocation_476f3b61d512.json,MiniMax-M2.7
ask_rerank,,有哪些是实现了弱光下求深度的论文,citation_count,7,context_utilization=0.333,762,541,1303,499,875,llmlingua2,before-allocation,0.5702857142857143,9,50,0.3333333333333333,0,50,500,rerank,ask_rerank_llmlingua2_before-allocation_5a1ecf8a4bbe,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_before-allocation_5a1ecf8a4bbe.json,MiniMax-M2.7
ask_rerank,,有哪些是实现了弱光下求深度的论文,citation_count,16,context_utilization=0.389,1402,554,1956,990,1726,llmlingua2,before-allocation,0.5735805330243338,18,50,0.3888888888888889,0,50,1000,rerank,ask_rerank_llmlingua2_before-allocation_1439d2642769,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_before-allocation_1439d2642769.json,MiniMax-M2.7
ask_rerank,,有哪些是实现了弱光下求深度的论文,citation_count,20,context_utilization=0.250,2122,487,2609,1498,2672,llmlingua2,before-allocation,0.5606287425149701,28,50,0.25,0,50,1500,rerank,ask_rerank_llmlingua2_before-allocation_c5e4c845750c,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_before-allocation_c5e4c845750c.json,MiniMax-M2.7
ask_rerank,,有哪些是实现了弱光下求深度的论文,citation_count,18,context_utilization=0.250,2731,854,3585,1991,3553,llmlingua2,before-allocation,0.5603715170278638,36,50,0.25,0,50,2000,rerank,ask_rerank_llmlingua2_before-allocation_4b434c0ceda8,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_before-allocation_4b434c0ceda8.json,MiniMax-M2.7
ask_rerank,,有哪些是实现了弱光下求深度的论文,citation_count,6,context_utilization=0.060,3719,1024,4743,2736,5007,llmlingua2,before-allocation,0.5464349910125824,50,50,0.06,0,50,3000,rerank,ask_rerank_llmlingua2_before-allocation_e450c7a2b970,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/ask_rerank_llmlingua2_before-allocation_e450c7a2b970.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,5,context_utilization=1.000,446,416,862,290,290,none,none,1.0,3,50,1.0,0,50,300,baseline,v2_ask_baseline_none_3ed733bd9b80,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_none_3ed733bd9b80.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,5,context_utilization=1.000,682,512,1194,498,498,none,none,1.0,5,50,1.0,0,50,500,baseline,v2_ask_baseline_none_6fb64486e28f,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_none_6fb64486e28f.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,2,context_utilization=0.222,1036,428,1464,789,789,none,none,1.0,9,50,0.2222222222222222,0,50,800,baseline,v2_ask_baseline_none_c7f6af04c3d3,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_none_c7f6af04c3d3.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,4,context_utilization=0.182,1270,194,1464,990,990,none,none,1.0,11,50,0.18181818181818182,0,50,1000,baseline,v2_ask_baseline_none_41cee3c6c914,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_none_41cee3c6c914.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,25,context_utilization=1.000,1839,734,2573,1488,1488,none,none,1.0,15,50,1.0,0,50,1500,baseline,v2_ask_baseline_none_672bc8ade457,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_none_672bc8ade457.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,41,context_utilization=1.000,2405,1024,3429,1959,1959,none,none,1.0,20,50,1.0,0,50,2000,baseline,v2_ask_baseline_none_48dbc866a80d,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_none_48dbc866a80d.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,45,context_utilization=1.000,3669,1024,4693,2999,2999,none,none,1.0,32,50,1.0,0,50,3000,baseline,v2_ask_baseline_none_7c8f6916bd9b,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_none_7c8f6916bd9b.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,0,context_utilization=0.000,5781,1024,6805,4853,4853,none,none,1.0,49,50,0.0,0,50,5000,baseline,v2_ask_baseline_none_71329bf989a9,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_none_71329bf989a9.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,1,context_utilization=0.333,331,375,706,169,290,llmlingua2,after-allocation,0.5827586206896552,3,50,0.3333333333333333,0,50,300,baseline,v2_ask_baseline_llmlingua2_after-allocation_7bf79f473118,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_after-allocation_7bf79f473118.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,7,context_utilization=1.000,485,307,792,296,498,llmlingua2,after-allocation,0.5943775100401606,5,50,1.0,0,50,500,baseline,v2_ask_baseline_llmlingua2_after-allocation_bf4b7b394180,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_after-allocation_bf4b7b394180.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,6,context_utilization=0.222,720,507,1227,468,789,llmlingua2,after-allocation,0.5931558935361216,9,50,0.2222222222222222,0,50,800,baseline,v2_ask_baseline_llmlingua2_after-allocation_6f02eaa3558c,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_after-allocation_6f02eaa3558c.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,8,context_utilization=0.182,860,281,1141,571,990,llmlingua2,after-allocation,0.5767676767676768,11,50,0.18181818181818182,0,50,1000,baseline,v2_ask_baseline_llmlingua2_after-allocation_2ea77104480a,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_after-allocation_2ea77104480a.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,4,context_utilization=0.200,1226,804,2030,867,1488,llmlingua2,after-allocation,0.5826612903225806,15,50,0.2,0,50,1500,baseline,v2_ask_baseline_llmlingua2_after-allocation_d6cd12fecfd3,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_after-allocation_d6cd12fecfd3.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,13,context_utilization=0.350,1573,794,2367,1125,1959,llmlingua2,after-allocation,0.5742725880551302,20,50,0.35,0,50,2000,baseline,v2_ask_baseline_llmlingua2_after-allocation_fda5c09fd731,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_after-allocation_fda5c09fd731.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,45,context_utilization=1.000,2347,1024,3371,1657,2999,llmlingua2,after-allocation,0.5525175058352785,32,50,1.0,0,50,3000,baseline,v2_ask_baseline_llmlingua2_after-allocation_87fcc9f769b4,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_after-allocation_87fcc9f769b4.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,0,context_utilization=0.000,3610,1024,4634,2651,4853,llmlingua2,after-allocation,0.5462600453327838,49,50,0.0,0,50,5000,baseline,v2_ask_baseline_llmlingua2_after-allocation_6dda82732838,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_after-allocation_6dda82732838.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,8,context_utilization=1.000,485,314,799,296,498,llmlingua2,before-allocation,0.5943775100401606,5,50,1.0,0,50,300,baseline,v2_ask_baseline_llmlingua2_before-allocation_c21386784eb7,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_before-allocation_c21386784eb7.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,16,context_utilization=1.000,750,604,1354,497,847,llmlingua2,before-allocation,0.5867768595041323,9,50,1.0,0,50,500,baseline,v2_ask_baseline_llmlingua2_before-allocation_0a7d88e8465d,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_before-allocation_0a7d88e8465d.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,7,context_utilization=0.267,1158,282,1440,792,1379,llmlingua2,before-allocation,0.574329224075417,15,50,0.26666666666666666,0,50,800,baseline,v2_ask_baseline_llmlingua2_before-allocation_f8bf2a97a0c0,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_before-allocation_f8bf2a97a0c0.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,37,context_utilization=1.000,1402,1024,2426,990,1721,llmlingua2,before-allocation,0.5752469494479954,18,50,1.0,0,50,1000,baseline,v2_ask_baseline_llmlingua2_before-allocation_5e1589c70e7c,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_before-allocation_5e1589c70e7c.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,18,context_utilization=0.276,2125,486,2611,1496,2694,llmlingua2,before-allocation,0.5553080920564217,29,50,0.27586206896551724,0,50,1500,baseline,v2_ask_baseline_llmlingua2_before-allocation_cf08fa090fcc,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_before-allocation_cf08fa090fcc.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,19,context_utilization=0.410,2824,609,3433,2000,3630,llmlingua2,before-allocation,0.5509641873278237,39,50,0.41025641025641024,0,50,2000,baseline,v2_ask_baseline_llmlingua2_before-allocation_e8d1462ca5a6,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_before-allocation_e8d1462ca5a6.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,50,context_utilization=0.980,3719,1024,4743,2736,5007,llmlingua2,before-allocation,0.5464349910125824,50,50,0.98,0,50,3000,baseline,v2_ask_baseline_llmlingua2_before-allocation_ebd1f0239b7c,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_before-allocation_ebd1f0239b7c.json,MiniMax-M2.7
ask_baseline,v2,有哪些是实现了弱光下求深度的论文,citation_count,25,context_utilization=0.400,3719,522,4241,2736,5007,llmlingua2,before-allocation,0.5464349910125824,50,50,0.4,0,50,5000,baseline,v2_ask_baseline_llmlingua2_before-allocation_99378c854a86,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_baseline_llmlingua2_before-allocation_99378c854a86.json,MiniMax-M2.7
ask_dynamic,v2,有哪些是实现了弱光下求深度的论文,citation_count,10,context_utilization=1.000,463,379,842,272,272,none,none,1.0,5,50,1.0,0,50,300,dynamic,v2_ask_dynamic_none_2082586fa8df,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_dynamic_none_2082586fa8df.json,MiniMax-M2.7
ask_dynamic,v2,有哪些是实现了弱光下求深度的论文,citation_count,12,context_utilization=0.714,722,427,1149,489,489,none,none,1.0,7,50,0.7142857142857143,1,50,500,dynamic,v2_ask_dynamic_none_5e69f92488f0,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_dynamic_none_5e69f92488f0.json,MiniMax-M2.7
ask_dynamic,v2,有哪些是实现了弱光下求深度的论文,citation_count,24,context_utilization=1.000,1045,693,1738,763,763,none,none,1.0,10,50,1.0,0,50,800,dynamic,v2_ask_dynamic_none_22dd7c80a7f0,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_dynamic_none_22dd7c80a7f0.json,MiniMax-M2.7
ask_dynamic,v2,有哪些是实现了弱光下求深度的论文,citation_count,33,context_utilization=1.000,1280,1024,2304,955,955,none,none,1.0,12,50,1.0,0,50,1000,dynamic,v2_ask_dynamic_none_adea5432fac4,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_dynamic_none_adea5432fac4.json,MiniMax-M2.7
ask_dynamic,v2,有哪些是实现了弱光下求深度的论文,citation_count,1,context_utilization=0.056,1921,344,2265,1495,1495,none,none,1.0,18,50,0.05555555555555555,0,50,1500,dynamic,v2_ask_dynamic_none_21030d7356fb,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_dynamic_none_21030d7356fb.json,MiniMax-M2.7
ask_dynamic,v2,有哪些是实现了弱光下求深度的论文,citation_count,14,context_utilization=0.318,2460,394,2854,1956,1956,none,none,1.0,22,50,0.3181818181818182,0,50,2000,dynamic,v2_ask_dynamic_none_0c095dc01892,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_dynamic_none_0c095dc01892.json,MiniMax-M2.7
ask_dynamic,v2,有哪些是实现了弱光下求深度的论文,citation_count,33,context_utilization=0.656,3659,814,4473,2978,2978,none,none,1.0,32,50,0.65625,0,50,3000,dynamic,v2_ask_dynamic_none_b1afe445f1f1,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_dynamic_none_b1afe445f1f1.json,MiniMax-M2.7
ask_dynamic,v2,有哪些是实现了弱光下求深度的论文,citation_count,12,context_utilization=0.224,5855,800,6655,4921,4921,none,none,1.0,49,50,0.22448979591836735,0,50,5000,dynamic,v2_ask_dynamic_none_31bc91f667c1,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_dynamic_none_31bc91f667c1.json,MiniMax-M2.7
ask_dynamic,v2,有哪些是实现了弱光下求深度的论文,citation_count,11,context_utilization=1.000,317,364,681,128,272,llmlingua2,after-allocation,0.47058823529411764,5,50,1.0,0,50,300,dynamic,v2_ask_dynamic_llmlingua2_after-allocation_9b635f217513,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_dynamic_llmlingua2_after-allocation_9b635f217513.json,MiniMax-M2.7
ask_dynamic,v2,有哪些是实现了弱光下求深度的论文,citation_count,7,context_utilization=0.429,482,498,980,248,489,llmlingua2,after-allocation,0.5071574642126789,7,50,0.42857142857142855,0,50,500,dynamic,v2_ask_dynamic_llmlingua2_after-allocation_7a6b74d579ea,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_dynamic_llmlingua2_after-allocation_7a6b74d579ea.json,MiniMax-M2.7
ask_dynamic,v2,有哪些是实现了弱光下求深度的论文,citation_count,17,context_utilization=1.000,667,427,1094,381,763,llmlingua2,after-allocation,0.49934469200524245,10,50,1.0,0,50,800,dynamic,v2_ask_dynamic_llmlingua2_after-allocation_88827fb05228,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_dynamic_llmlingua2_after-allocation_88827fb05228.json,MiniMax-M2.7
ask_dynamic,v2,有哪些是实现了弱光下求深度的论文,citation_count,16,context_utilization=1.000,827,481,1308,493,955,llmlingua2,after-allocation,0.5162303664921466,12,50,1.0,0,50,1000,dynamic,v2_ask_dynamic_llmlingua2_after-allocation_47cd42de9183,/Users/zhouhexin/PycharmProjects/ResearchAgent/experiments/runs/v2_ask_dynamic_llmlingua2_after-allocation_47cd42de9183.json,MiniMax-M2.7
